Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,up,direction,attendDuration1,attendDuration2,attendDuration3,attendPercent1,attendPercent2,attendPercent3,lengthOfStay1,lengthOfStay2,lengthOfStay3
2019-05-29,,,,,,,,,,,32,472,300,100,75,10,42,354,88
2020-12-16,,,,,,,,,,,155,487,286,77,40,59,433,257,454
2020-12-18,,,,,,,,,,,6,40,476,23,50,1,433,95,446
2020-12-20,,,,,,,,,,,41,335,188,77,9,89,433,299,313
2020-12-22,,,,,,,,,,,52,416,218,23,37,75,433,337,235
2020-09-10,,,,,,,,,,,50,261,210,100,2,98,83,459,541
2019-03-28,,,,,,,,,,,9,234,77,100,2,56,14,319,245
2020-10-29,,,,,,,,,,,2,425,375,100,74,93,143,357,459
2020-11-02,,,,,,,,,,,71,279,413,100,98,75,143,222,518
2019-09-16,,,,,,,,,,,107,112,98,100,52,2,112,526,418
2019-03-26,,,,,,,,,,,2,245,260,100,41,21,103,89,278
2019-12-24,,,,,,,,,,,80,62,493,59,41,87,395,289,302
2019-12-26,,,,,,,,,,,44,153,303,41,69,22,395,378,378
2019-12-27,,,,,,,,,,,2,419,42,41,93,78,395,360,167
2019-12-27,,,,,,,,,,,3,61,197,1,54,7,395,535,241
2020-01-02,,,,,,,,,,,134,105,160,59,6,31,395,369,508
2020-01-06,,,,,,,,,,,102,202,483,41,88,15,395,427,104
2019-11-25,,,,,,,,,,,5,334,130,3,99,84,187,62,146
2019-12-02,,,,,,,,,,,165,210,363,91,100,50,187,493,103
2019-12-02,,,,,,,,,,,11,107,260,6,49,15,187,413,45
2020-07-07,,,,,,,,,,,6,44,4,100,73,31,15,437,293
2019-11-26,,,,,,,,,,,92,453,349,100,99,1,100,445,222
2019-03-25,,,,,,,,,,,36,475,272,54,15,56,78,197,307
2019-03-26,,,,,,,,,,,31,263,296,46,47,11,78,433,467
2019-04-22,,,,,,,,,,,133,281,147,34,10,7,507,258,549
2019-04-29,,,,,,,,,,,166,299,349,42,59,66,507,383,291
2019-05-03,,,,,,,,,,,94,250,402,24,25,39,507,46,259
2019-07-04,,,,,,,,,,,133,237,375,100,54,89,143,306,187
2020-11-18,,,,,,,,,,,3,443,78,100,97,93,40,241,150
2020-03-15,,,,,,,,,,,46,477,486,100,32,10,56,132,508
2020-11-07,,,,,,,,,,,12,143,419,100,66,85,25,182,215
2020-11-08,,,,,,,,,,,11,378,109,100,15,100,16,377,463
2020-11-02,,,,,,,,,,,26,384,411,100,46,44,118,157,523
2019-12-16,,,,,,,,,,,209,276,147,100,31,100,224,206,192
2019-09-12,,,,,,,,,,,13,378,100,100,18,57,23,20,142
2020-03-07,,,,,,,,,,,137,345,16,100,12,80,146,434,298
2019-01-30,,,,,,,,,,,1,424,175,100,56,37,70,457,408
2019-02-02,,,,,,,,,,,45,448,62,100,28,16,70,223,236
2019-12-23,,,,,,,,,,,56,197,437,100,60,59,65,436,354
2020-03-23,,,,,,,,,,,36,463,351,100,51,81,67,537,223
2020-12-11,,,,,,,,,,,112,159,433,100,42,91,120,180,273
2019-09-03,,,,,,,,,,,73,390,347,100,94,46,78,419,194
2019-12-25,,,,,,,,,,,10,420,150,100,21,52,15,409,392
2020-10-28,,,,,,,,,,,2,459,109,2,5,56,310,76,80
2020-11-02,,,,,,,,,,,122,465,385,98,96,89,310,184,211
2020-12-11,,,,,,,,,,,135,93,59,100,26,92,143,55,548
2020-02-01,,,,,,,,,,,14,57,156,100,74,46,21,382,503
2019-01-12,,,,,,,,,,,15,369,178,100,67,52,21,432,332
2019-10-21,,,,,,,,,,,38,342,429,79,96,19,50,445,336
2019-10-21,,,,,,,,,,,10,168,176,21,9,35,50,539,6
2019-05-15,,,,,,,,,,,1,121,499,29,79,48,500,440,43
2019-05-15,,,,,,,,,,,3,77,58,1,77,73,500,329,446
2019-05-21,,,,,,,,,,,142,384,175,29,67,15,500,490,79
2019-06-03,,,,,,,,,,,312,140,364,64,80,51,500,320,55
2019-06-04,,,,,,,,,,,31,403,434,6,24,36,500,25,292
2019-01-06,,,,,,,,,,,46,11,194,100,51,60,49,257,273
2019-01-14,,,,,,,,,,,100,10,179,88,79,47,116,178,536
2019-01-14,,,,,,,,,,,13,169,109,12,41,8,116,380,404
2019-03-11,,,,,,,,,,,242,410,261,42,84,91,638,128,444
2019-03-25,,,,,,,,,,,336,452,231,58,58,41,638,124,62
2019-09-17,,,,,,,,,,,83,322,486,100,10,24,93,412,486
2019-01-10,,,,,,,,,,,9,2,418,100,58,38,20,168,132
2019-06-11,,,,,,,,,,,39,7,68,100,93,89,49,272,373
2020-11-30,,,,,,,,,,,60,66,479,56,29,24,113,510,292
2020-12-02,,,,,,,,,,,47,413,152,44,46,21,113,195,391
2020-12-06,,,,,,,,,,,41,153,457,100,26,20,45,48,71
2019-11-18,,,,,,,,,,,55,122,448,30,100,73,198,74,435
2019-11-23,,,,,,,,,,,129,6,117,70,35,22,198,39,74
2020-11-04,,,,,,,,,,,86,430,354,13,72,50,796,86,209
2020-11-16,,,,,,,,,,,281,348,95,35,64,56,796,337,356
2020-11-07,,,,,,,,,,,20,307,401,13,93,23,796,402,182
2020-12-03,,,,,,,,,,,413,468,303,52,60,89,796,210,418
2020-01-01,,,,,,,,,,,27,343,422,100,69,6,35,318,6
2020-04-19,,,,,,,,,,,1,134,448,92,23,24,368,159,507
2020-04-19,,,,,,,,,,,0,259,422,0,50,29,368,465,356
2020-04-20,,,,,,,,,,,24,118,316,7,79,52,368,503,175
2020-05-04,,,,,,,,,,,332,283,206,92,53,95,368,435,337
2020-05-04,,,,,,,,,,,5,215,56,1,66,3,368,92,178
2020-01-17,,,,,,,,,,,13,422,423,93,64,57,17,431,53
2020-01-17,,,,,,,,,,,1,56,273,7,22,39,17,317,512
2019-06-28,,,,,,,,,,,125,207,427,39,53,22,333,106,358
2019-07-06,,,,,,,,,,,198,266,119,61,20,55,333,463,466
2020-02-10,,,,,,,,,,,83,77,3,89,67,70,100,429,74
2020-02-10,,,,,,,,,,,10,258,307,11,98,3,100,392,144
2020-11-27,,,,,,,,,,,10,216,500,100,46,51,19,315,319
2020-05-31,,,,,,,,,,,164,117,400,100,65,66,170,255,385
2020-11-26,,,,,,,,,,,103,177,340,100,41,70,107,455,11
2019-07-14,,,,,,,,,,,86,84,113,100,58,66,95,498,519
2019-06-06,,,,,,,,,,,3,385,400,85,38,26,59,348,260
2019-06-06,,,,,,,,,,,8,46,363,15,86,100,59,221,313
2019-06-08,,,,,,,,,,,43,174,491,85,83,47,59,318,227
2020-09-22,,,,,,,,,,,12,52,153,100,16,8,15,69,378
2019-10-03,,,,,,,,,,,69,324,127,69,48,24,200,281,91
2019-10-08,,,,,,,,,,,31,421,436,31,70,76,200,71,370
2020-03-09,,,,,,,,,,,108,159,104,38,53,29,293,145,505
2020-03-16,,,,,,,,,,,180,478,417,63,34,19,293,248,228
2020-07-27,,,,,,,,,,,3,418,70,4,76,88,93,201,373
2020-07-30,,,,,,,,,,,78,455,85,96,54,48,93,512,214
2019-11-18,,,,,,,,,,,18,373,290,8,23,75,224,493,341
2019-11-26,,,,,,,,,,,201,306,180,92,94,41,224,144,75
2020-07-10,,,,,,,,,,,65,392,51,100,30,23,72,298,298
2020-07-16,,,,,,,,,,,42,12,91,100,88,98,49,345,441
2019-11-21,,,,,,,,,,,81,254,189,100,58,83,91,532,464
2020-12-16,,,,,,,,,,,327,364,432,100,55,83,333,400,180
2020-10-28,,,,,,,,,,,84,460,261,100,56,63,90,119,198
2019-04-30,,,,,,,,,,,1,208,110,64,54,46,91,267,219
2019-04-30,,,,,,,,,,,17,58,191,20,51,19,91,223,534
2019-05-01,,,,,,,,,,,13,194,424,16,71,28,91,94,368
2019-05-03,,,,,,,,,,,52,5,50,64,21,77,91,449,334
2019-06-03,,,,,,,,,,,158,5,482,52,12,25,315,267,126
2019-06-09,,,,,,,,,,,147,164,190,48,24,38,315,210,233
2019-08-26,,,,,,,,,,,40,377,196,100,11,25,86,343,206
2019-11-18,,,,,,,,,,,57,402,379,41,43,31,147,238,47
2019-11-21,,,,,,,,,,,83,57,330,59,65,85,147,254,314
2019-12-26,,,,,,,,,,,130,294,464,100,31,11,140,87,431
2020-08-10,,,,,,,,,,,101,227,69,74,9,42,146,46,67
2020-08-11,,,,,,,,,,,35,158,388,26,100,41,146,161,29
2020-06-15,,,,,,,,,,,140,304,486,20,74,27,719,226,375
2020-06-29,,,,,,,,,,,337,159,469,47,23,4,719,211,135
2020-07-09,,,,,,,,,,,239,468,339,33,78,49,719,350,260
2019-06-25,,,,,,,,,,,86,300,1,100,55,30,97,299,504
2020-04-01,,,,,,,,,,,15,42,151,11,41,63,144,477,352
2020-04-06,,,,,,,,,,,121,35,163,89,13,63,144,13,295
2020-04-20,,,,,,,,,,,28,41,338,27,15,4,114,72,317
2020-04-20,,,,,,,,,,,0,169,19,0,48,47,114,356,507
2020-04-23,,,,,,,,,,,74,178,176,73,23,3,114,133,354
2019-08-12,,,,,,,,,,,85,53,125,45,37,43,194,545,477
2019-08-16,,,,,,,,,,,106,212,316,55,100,19,194,495,212
2019-09-18,,,,,,,,,,,340,195,1,100,23,56,355,464,331
2019-01-21,,,,,,,,,,,453,106,341,85,83,49,1795,36,38
2019-01-24,,,,,,,,,,,78,101,475,15,33,98,1795,28,186
2019-01-19,,,,,,,,,,,1,156,269,31,74,90,223,317,227
2019-01-22,,,,,,,,,,,66,51,81,31,13,45,223,373,175
2019-01-28,,,,,,,,,,,147,199,387,69,98,92,223,298,448
2019-02-04,,,,,,,,,,,168,227,285,61,18,19,460,293,500
2019-02-08,,,,,,,,,,,106,268,296,39,36,48,460,458,241
2019-12-21,,,,,,,,,,,44,424,345,88,63,10,116,120,303
2019-12-22,,,,,,,,,,,13,166,458,12,33,32,116,249,186
2019-12-24,,,,,,,,,,,48,431,173,88,18,27,116,510,542
2019-07-11,,,,,,,,,,,139,364,287,100,53,39,150,219,107
2020-05-19,,,,,,,,,,,73,134,479,49,87,95,153,256,292
2020-05-22,,,,,,,,,,,75,55,452,51,18,95,153,132,227
2020-12-16,,,,,,,,,,,252,315,66,100,43,58,261,196,180
2021-01-01,,,,,,,,,,,37,162,199,63,61,41,167,302,72
2021-01-01,,,,,,,,,,,37,225,419,63,15,82,167,422,201
2021-01-06,,,,,,,,,,,44,215,264,37,61,76,167,386,12
2020-09-28,,,,,,,,,,,85,25,48,100,74,51,92,214,8
2019-05-03,,,,,,,,,,,70,296,42,100,2,14,75,518,212
2019-09-16,,,,,,,,,,,271,286,178,51,69,3,545,41,492
2019-09-27,,,,,,,,,,,265,122,107,49,3,50,545,223,389
2020-10-29,,,,,,,,,,,28,182,270,100,49,79,35,311,186
2020-03-05,,,,,,,,,,,122,181,171,100,8,27,136,93,405
2019-06-17,,,,,,,,,,,246,229,418,19,100,24,1286,498,212
2019-06-28,,,,,,,,,,,265,400,407,21,4,34,1286,419,31
2019-07-15,,,,,,,,,,,407,62,404,32,65,47,1286,226,49
2019-07-29,,,,,,,,,,,337,260,60,26,45,48,1286,466,260
2019-07-30,,,,,,,,,,,26,41,426,2,1,87,1286,431,510
2019-08-08,,,,,,,,,,,28,334,437,2,85,19,2145,347,65
2019-08-26,,,,,,,,,,,432,122,45,24,19,13,2145,447,19
2019-09-23,,,,,,,,,,,336,261,213,19,23,14,2145,430,330
2019-10-07,,,,,,,,,,,336,277,75,19,48,91,2145,255,237
2019-11-04,,,,,,,,,,,667,252,333,37,87,17,2145,54,389
2020-09-20,,,,,,,,,,,24,175,67,32,78,61,104,245,501
2020-09-23,,,,,,,,,,,52,280,182,68,36,78,104,279,91
2019-03-01,,,,,,,,,,,3,149,225,100,5,82,18,262,207
2019-07-09,,,,,,,,,,,19,399,15,19,40,42,189,378,377
2019-07-12,,,,,,,,,,,87,185,493,81,32,76,189,404,501
2019-07-12,,,,,,,,,,,87,449,437,81,40,17,189,397,325
2019-07-15,,,,,,,,,,,21,155,134,19,24,20,189,23,258
2019-04-23,,,,,,,,,,,43,36,85,100,38,30,50,86,423
2019-06-30,,,,,,,,,,,143,234,450,19,20,26,1474,534,449
2019-07-29,,,,,,,,,,,337,312,286,44,78,36,1474,445,35
2019-08-24,,,,,,,,,,,290,307,43,38,18,40,1474,485,39
2019-06-28,,,,,,,,,,,137,407,135,61,97,95,231,182,265
2019-07-01,,,,,,,,,,,87,228,363,39,46,80,231,204,250
2020-10-26,,,,,,,,,,,37,240,199,100,13,29,45,246,150
2019-02-05,,,,,,,,,,,108,256,313,100,91,8,113,400,120
2020-01-31,,,,,,,,,,,5,269,37,100,90,85,13,76,366
2020-06-08,,,,,,,,,,,82,457,259,100,11,78,87,399,334
2020-06-22,,,,,,,,,,,7,114,331,100,90,100,17,350,426
2020-02-07,,,,,,,,,,,14,76,99,100,31,70,26,524,69
2020-03-10,,,,,,,,,,,15,289,223,95,18,79,265,234,53
2020-03-12,,,,,,,,,,,11,364,221,5,5,88,265,36,40
2020-03-20,,,,,,,,,,,199,123,456,95,68,80,265,491,211
2019-09-09,,,,,,,,,,,118,145,432,70,60,68,170,359,10
2019-09-11,,,,,,,,,,,50,275,419,30,66,27,170,201,96
2019-10-28,,,,,,,,,,,201,93,13,100,55,37,207,403,280
2019-08-26,,,,,,,,,,,144,103,75,100,50,79,235,203,404
2019-10-22,,,,,,,,,,,61,9,66,97,99,23,69,203,136
2019-10-22,,,,,,,,,,,2,431,221,3,57,6,69,229,343
2020-07-13,,,,,,,,,,,7,152,15,100,37,30,41,127,47
2020-02-09,,,,,,,,,,,41,28,453,100,73,96,92,498,263
2019-11-03,,,,,,,,,,,36,212,406,100,80,37,46,373,364
2020-11-13,,,,,,,,,,,22,239,314,100,42,63,30,240,281
2020-06-11,,,,,,,,,,,60,85,434,100,62,37,67,115,60
2019-08-29,,,,,,,,,,,39,210,13,100,48,88,50,148,322
2019-09-09,,,,,,,,,,,36,339,181,100,100,67,41,17,376
2019-05-21,,,,,,,,,,,52,252,403,87,22,95,71,120,178
2019-05-21,,,,,,,,,,,8,251,201,13,68,100,71,239,14
2020-09-29,,,,,,,,,,,95,413,139,100,100,10,102,433,304
2020-07-10,,,,,,,,,,,11,31,161,100,32,57,21,11,79
2019-01-14,,,,,,,,,,,296,226,444,47,37,22,622,505,150
2019-01-28,,,,,,,,,,,336,133,224,53,37,38,622,414,235
2019-01-02,,,,,,,,,,,4,327,471,100,26,68,262,292,111
2020-11-16,,,,,,,,,,,195,144,475,42,14,38,488,143,549
2020-11-21,,,,,,,,,,,120,372,496,58,56,40,488,327,540
2020-11-21,,,,,,,,,,,2,171,196,42,92,14,488,182,462
2020-11-27,,,,,,,,,,,153,377,371,58,95,63,488,61,437
2019-05-28,,,,,,,,,,,51,92,132,32,81,83,307,78,457
2019-06-07,,,,,,,,,,,108,238,451,68,98,62,307,371,87
2019-07-22,,,,,,,,,,,412,444,345,100,23,52,460,59,417
2019-09-16,,,,,,,,,,,136,314,476,100,88,2,142,431,434
2020-02-21,,,,,,,,,,,15,99,176,4,93,76,356,355,460
2020-02-24,,,,,,,,,,,64,261,55,18,99,85,356,161,484
2020-03-06,,,,,,,,,,,267,488,62,77,15,61,356,207,464
2020-10-24,,,,,,,,,,,42,47,63,100,38,62,47,371,486
2020-04-24,,,,,,,,,,,92,129,13,100,58,37,100,301,238
2020-06-01,,,,,,,,,,,247,267,195,53,82,90,481,364,544
2020-06-10,,,,,,,,,,,223,482,203,47,28,54,481,426,181
2019-03-10,,,,,,,,,,,1,14,114,70,88,56,45,228,268
2019-03-11,,,,,,,,,,,22,477,310,70,75,14,45,234,385
2019-03-11,,,,,,,,,,,10,306,184,30,98,20,45,414,167
2020-10-05,,,,,,,,,,,74,464,447,50,10,47,156,120,532
2020-10-08,,,,,,,,,,,73,185,246,50,37,40,156,22,115
2020-03-31,,,,,,,,,,,10,483,409,52,31,32,170,306,238
2020-03-31,,,,,,,,,,,2,137,109,52,66,72,170,355,445
2020-04-06,,,,,,,,,,,2,367,141,9,34,26,170,47,468
2020-04-06,,,,,,,,,,,9,164,349,39,1,75,170,225,155
2019-07-25,,,,,,,,,,,30,35,304,24,66,14,531,480,550
2019-07-26,,,,,,,,,,,39,466,350,32,12,28,531,132,375
2019-08-14,,,,,,,,,,,54,214,146,44,68,58,531,35,339
2019-02-23,,,,,,,,,,,1,378,499,6,53,49,426,9,366
2019-02-23,,,,,,,,,,,11,375,111,3,81,74,426,136,45
2019-02-24,,,,,,,,,,,21,169,216,6,76,59,426,367,6
2019-03-11,,,,,,,,,,,335,269,27,84,2,66,426,4,248
2019-03-12,,,,,,,,,,,32,83,100,8,81,73,426,357,525
2019-12-26,,,,,,,,,,,29,463,454,100,87,5,45,57,352
2019-07-02,,,,,,,,,,,76,197,304,100,28,47,83,450,100
2019-02-07,,,,,,,,,,,26,485,435,100,88,79,27,63,31
2019-04-22,,,,,,,,,,,139,127,426,100,92,4,149,307,305
2019-06-28,,,,,,,,,,,157,180,412,61,6,56,265,98,318
2019-07-02,,,,,,,,,,,101,262,391,39,76,1,265,329,188
2020-07-13,,,,,,,,,,,106,477,17,66,97,68,174,332,389
2020-07-15,,,,,,,,,,,54,59,444,34,67,93,174,228,537
2019-06-28,,,,,,,,,,,112,484,157,39,41,15,292,524,521
2019-07-05,,,,,,,,,,,172,105,61,61,97,95,292,20,375
2019-10-24,,,,,,,,,,,58,82,431,100,60,35,68,100,492
2020-06-29,,,,,,,,,,,58,222,349,67,15,26,91,448,103
2020-06-30,,,,,,,,,,,28,191,415,33,53,69,91,501,330
2019-01-24,,,,,,,,,,,45,462,393,88,36,26,56,98,26
2019-01-24,,,,,,,,,,,3,60,220,12,37,9,56,127,383
2019-01-24,,,,,,,,,,,3,269,146,12,17,52,56,255,482
2019-06-22,,,,,,,,,,,67,51,326,100,79,83,70,343,539
2019-03-11,,,,,,,,,,,225,216,136,95,73,58,244,64,165
2019-03-11,,,,,,,,,,,11,494,99,5,97,9,244,164,66
2020-01-16,,,,,,,,,,,206,236,392,100,91,28,212,527,100
2020-01-13,,,,,,,,,,,18,328,349,29,30,39,70,212,431
2020-01-15,,,,,,,,,,,45,340,234,71,29,89,70,410,244
2020-09-14,,,,,,,,,,,11,151,228,31,85,24,42,14,432
2020-09-15,,,,,,,,,,,25,164,387,69,60,94,42,331,169
2019-02-25,,,,,,,,,,,107,334,54,100,31,51,111,434,270
2019-09-23,,,,,,,,,,,304,141,323,80,66,85,389,460,470
2019-09-26,,,,,,,,,,,78,396,452,20,58,80,389,139,395
2020-11-18,,,,,,,,,,,63,237,66,100,81,20,74,2,257
2019-06-15,,,,,,,,,,,24,457,322,100,59,26,27,46,115
2021-01-18,,,,,,,,,,,2,243,94,5,2,34,56,82,177
2021-01-20,,,,,,,,,,,41,320,312,95,45,4,56,400,124
2019-02-25,,,,,,,,,,,130,415,227,63,63,85,212,458,542
2019-02-28,,,,,,,,,,,76,261,313,37,87,19,212,481,256
2019-10-14,,,,,,,,,,,79,188,335,100,45,73,89,332,295
2019-03-11,,,,,,,,,,,203,420,404,22,89,56,939,513,273
2019-03-25,,,,,,,,,,,336,230,26,36,79,82,939,136,489
2019-04-10,,,,,,,,,,,393,51,169,42,100,47,939,253,235
2019-07-10,,,,,,,,,,,95,130,47,100,73,59,101,271,201
2019-12-26,,,,,,,,,,,4,58,295,100,44,91,10,114,433
2020-01-29,,,,,,,,,,,65,241,456,100,37,97,76,65,544
2020-03-20,,,,,,,,,,,1,16,164,1,81,14,213,306,234
2020-03-23,,,,,,,,,,,65,37,32,87,62,33,213,299,147
2020-03-23,,,,,,,,,,,9,223,100,12,44,47,213,312,201
2020-07-24,,,,,,,,,,,35,473,435,100,24,97,46,276,308
2020-11-09,,,,,,,,,,,95,352,209,100,2,2,103,128,108
2019-06-21,,,,,,,,,,,21,279,58,100,80,7,27,364,97
2019-04-29,,,,,,,,,,,35,290,322,39,85,59,286,212,229
2019-05-01,,,,,,,,,,,47,238,453,61,65,22,286,172,394
2019-05-04,,,,,,,,,,,73,157,363,39,31,29,286,487,37
2019-05-09,,,,,,,,,,,123,319,212,61,86,51,286,65,135
2019-05-02,,,,,,,,,,,42,375,188,100,56,95,48,418,419
2019-11-18,,,,,,,,,,,78,46,132,15,52,79,521,192,225
2019-12-06,,,,,,,,,,,438,222,227,85,3,85,521,370,29
2020-01-24,,,,,,,,,,,65,263,335,100,49,67,74,79,470
2019-01-06,,,,,,,,,,,1,11,252,1,15,69,128,234,42
2019-01-11,,,,,,,,,,,114,117,318,99,72,26,128,365,448
2019-01-28,,,,,,,,,,,31,252,199,42,59,53,79,288,282
2019-01-30,,,,,,,,,,,42,409,498,58,95,23,79,112,209
2020-11-30,,,,,,,,,,,3,343,9,0,74,41,1080,527,467
2020-12-09,,,,,,,,,,,31,170,107,5,30,62,1080,441,239
2021-01-04,,,,,,,,,,,339,264,381,55,85,67,1080,313,505
2021-01-11,,,,,,,,,,,164,416,175,27,59,17,1080,141,127
2021-01-14,,,,,,,,,,,78,144,263,13,78,17,1080,14,448
2019-06-16,,,,,,,,,,,164,257,188,100,4,6,170,107,37
2019-12-23,,,,,,,,,,,16,431,195,100,1,34,19,1,132
2020-01-30,,,,,,,,,,,15,408,326,100,60,80,24,414,362
2020-10-15,,,,,,,,,,,82,390,424,40,3,80,453,66,493
2020-10-20,,,,,,,,,,,82,414,494,40,83,44,453,59,521
2020-10-30,,,,,,,,,,,241,159,233,60,32,10,453,269,270
2019-11-15,,,,,,,,,,,154,28,60,100,93,89,164,180,296
2020-12-28,,,,,,,,,,,91,227,115,100,52,63,91,94,154
2019-06-17,,,,,,,,,,,38,312,24,18,68,54,215,150,136
2019-06-24,,,,,,,,,,,172,48,260,82,3,90,215,254,56
2019-03-11,,,,,,,,,,,350,268,341,97,31,57,364,366,168
2019-03-11,,,,,,,,,,,10,299,171,3,5,71,364,74,54
2021-01-04,,,,,,,,,,,6,158,437,3,3,77,352,128,406
2021-01-05,,,,,,,,,,,30,180,474,97,24,18,352,137,533
2021-01-18,,,,,,,,,,,188,100,253,97,4,78,352,365,127
2019-08-05,,,,,,,,,,,4,499,17,100,22,75,15,195,207
2020-07-08,,,,,,,,,,,74,93,233,100,19,48,92,414,155
2019-07-08,,,,,,,,,,,10,199,69,2,49,54,591,429,244
2019-07-12,,,,,,,,,,,95,24,264,33,14,13,591,439,455
2019-07-12,,,,,,,,,,,95,106,454,33,16,24,591,91,239
2019-07-29,,,,,,,,,,,297,286,129,52,76,71,591,437,232
2019-08-01,,,,,,,,,,,79,107,158,14,64,85,591,49,207
2020-12-30,,,,,,,,,,,153,106,355,100,66,38,158,163,473
2019-05-15,,,,,,,,,,,65,296,286,100,1,53,73,393,11
2019-05-27,,,,,,,,,,,150,185,368,100,31,35,166,161,205
2020-09-30,,,,,,,,,,,48,463,83,100,4,85,65,144,88
2020-07-06,,,,,,,,,,,3,306,385,2,31,97,168,134,459
2020-07-12,,,,,,,,,,,154,247,38,98,3,88,168,449,282
2021-01-20,,,,,,,,,,,80,162,400,100,10,38,89,181,134
2020-01-30,,,,,,,,,,,36,40,349,100,94,84,45,142,129
2020-04-15,,,,,,,,,,,8,44,497,100,28,7,16,322,235
2019-06-27,,,,,,,,,,,47,388,12,100,39,92,50,244,146
2020-08-11,,,,,,,,,,,26,128,49,100,29,28,360,51,425
2019-04-25,,,,,,,,,,,55,294,94,100,17,87,288,269,220
2020-03-07,,,,,,,,,,,12,6,447,100,84,38,29,297,275
2019-05-06,,,,,,,,,,,9,401,131,100,11,9,46,450,507
2019-04-21,,,,,,,,,,,46,451,114,72,7,37,120,345,290
2019-04-24,,,,,,,,,,,18,51,353,28,28,35,120,143,515
2020-10-01,,,,,,,,,,,72,356,377,100,69,39,85,505,494
2019-11-20,,,,,,,,,,,19,418,317,100,88,36,27,313,22
2020-11-26,,,,,,,,,,,22,407,106,100,99,10,29,15,307
2019-05-21,,,,,,,,,,,130,107,113,15,21,96,869,462,229
2019-06-03,,,,,,,,,,,314,423,207,37,100,66,869,268,2
2019-06-17,,,,,,,,,,,335,242,377,39,15,8,869,7,433
2019-06-20,,,,,,,,,,,79,162,484,9,27,53,869,13,76
2019-01-23,,,,,,,,,,,16,194,13,100,69,61,28,457,410
2020-02-05,,,,,,,,,,,13,87,131,100,11,92,17,338,59
2019-11-06,,,,,,,,,,,82,421,339,100,5,41,89,258,462
2019-03-19,,,,,,,,,,,80,102,106,100,82,21,85,282,406
2019-08-28,,,,,,,,,,,65,184,248,100,50,29,71,216,151
2020-11-30,,,,,,,,,,,132,448,343,57,80,36,240,187,148
2020-12-04,,,,,,,,,,,101,426,147,43,73,87,240,486,266
2020-05-03,,,,,,,,,,,8,200,166,100,1,72,15,94,313
2019-05-06,,,,,,,,,,,28,34,198,26,7,88,117,299,91
2019-05-09,,,,,,,,,,,80,310,65,74,62,63,117,493,521
2019-07-29,,,,,,,,,,,35,222,447,34,16,85,119,65,201
2019-08-01,,,,,,,,,,,69,32,390,66,93,55,119,517,420
2019-08-26,,,,,,,,,,,468,118,71,100,93,71,519,140,244
2019-12-20,,,,,,,,,,,0,374,293,0,63,41,187,104,351
2019-12-27,,,,,,,,,,,178,190,210,100,86,89,187,5,26
2019-08-19,,,,,,,,,,,288,413,261,78,74,63,383,48,9
2019-08-22,,,,,,,,,,,81,389,275,22,69,26,383,117,528
2019-09-20,,,,,,,,,,,157,459,38,100,25,96,167,196,455
2019-11-27,,,,,,,,,,,92,291,380,100,89,35,97,118,165
2020-07-08,,,,,,,,,,,12,8,435,100,71,44,18,94,220
2019-02-25,,,,,,,,,,,99,180,483,57,31,46,180,402,354
2019-02-28,,,,,,,,,,,76,498,242,43,34,28,180,261,200
2020-10-23,,,,,,,,,,,70,441,373,100,14,92,70,518,509
2020-07-10,,,,,,,,,,,79,317,17,100,94,25,82,47,51
2019-03-03,,,,,,,,,,,3,110,213,5,34,72,70,194,412
2019-03-05,,,,,,,,,,,56,456,92,95,64,49,70,6,314
2019-03-09,,,,,,,,,,,52,127,446,100,81,33,64,305,185
2019-08-18,,,,,,,,,,,62,444,441,100,1,93,68,390,464
2019-05-27,,,,,,,,,,,149,326,465,25,30,93,850,422,38
2019-06-17,,,,,,,,,,,336,93,417,57,37,3,850,430,191
2019-06-21,,,,,,,,,,,107,11,240,18,34,67,850,283,88
2020-06-09,,,,,,,,,,,129,425,133,100,94,27,136,398,77
2019-09-23,,,,,,,,,,,182,383,198,69,39,95,269,396,545
2019-09-26,,,,,,,,,,,82,253,348,31,37,61,269,347,216
2020-01-27,,,,,,,,,,,40,93,418,41,70,99,103,139,371
2020-01-29,,,,,,,,,,,57,392,157,59,16,12,103,9,214
2021-01-07,,,,,,,,,,,15,333,425,100,76,92,29,152,306
2020-02-10,,,,,,,,,,,18,478,125,20,52,54,99,373,75
2020-02-13,,,,,,,,,,,73,497,496,80,24,88,99,429,437
2019-03-22,,,,,,,,,,,196,337,437,100,3,19,213,30,175
2020-06-28,,,,,,,,,,,17,430,2,100,65,30,29,525,273
2019-06-03,,,,,,,,,,,331,309,163,81,22,30,414,505,448
2019-06-06,,,,,,,,,,,77,58,423,19,66,58,414,256,35
2019-01-28,,,,,,,,,,,151,109,165,30,95,67,519,235,303
2019-02-11,,,,,,,,,,,333,152,166,65,50,82,519,382,332
2019-02-12,,,,,,,,,,,26,196,55,5,50,86,519,67,165
2020-12-31,,,,,,,,,,,155,480,21,100,13,99,163,324,17
2019-02-04,,,,,,,,,,,103,27,167,90,94,8,140,254,182
2019-02-04,,,,,,,,,,,11,420,464,10,99,81,140,167,171
2020-08-10,,,,,,,,,,,131,37,472,99,37,82,143,510,341
2020-08-10,,,,,,,,,,,0,21,427,0,48,45,143,44,30
